Gene	Average shortest path length to known risk genes	FDR p-value (Average shortest path length)	Average cosine similarity with known risk genes	FDR p-value (Average cosine similarity)
VHL	4.569230769230769	1.0453429327662074e-109	0.6342601	0.0
PBRM1	4.492307692307692	4.2691715723987106e-120	0.6386424	0.0
SETD2	4.3076923076923075	4.334799972002243e-146	0.64658093	0.0
MUC4	5.0	5.73731037415242e-58	0.64315027	0.0
BAP1	4.2153846153846155	1.4625221455202537e-159	0.6489853	0.0
EPAS1	4.666666666666667	5.436100284867346e-97	0.5821912	0.0
MTOR	3.8153846153846156	1.8181701612659796e-220	0.65072465	0.0
NR4A2	4.257575757575758	2.294211690470845e-153	0.4811643	0.0
DST	5.318181818181818	7.542094722616821e-29	0.665367	0.0
PCLO	4.9393939393939394	1.7489259190183097e-64	0.6736751	0.0
PDE4DIP	5.2272727272727275	3.054149657767389e-36	0.65436935	0.0
NR4A3	4.196969696969697	2.763455793572972e-162	0.58003557	0.0
HIF3A	4.606060606060606	7.605891566940396e-105	0.5025577	0.0
KMT2D	3.787878787878788	8.678073467218118e-225	0.67328596	0.0
CPS1	4.378787878787879	6.28958515631937e-136	0.6924184	0.0
MYO3A	4.4393939393939394	2.086267991521298e-127	0.6777026	0.0
GOLGA5	4.7272727272727275	2.361383125752759e-89	0.60657597	0.0
LRP1B	5.538461538461538	2.385990751752655e-14	0.6800452	0.0
ADCY8	4.424242424242424	1.6016175437748486e-129	0.67036396	0.0
KIF20B	4.166666666666667	8.846692185045926e-167	0.6855177	0.0
SETBP1	5.123076923076923	1.1806541101984109e-45	0.6127635	0.0
NF1	4.553846153846154	9.190130553364623e-112	0.65660006	0.0
SPTA1	4.590909090909091	7.732232621026812e-107	0.68025976	0.0
FHOD1	4.833333333333333	1.5440304108976452e-76	0.66277564	0.0
CUL9	5.96969696969697	0.4436187976085343	0.6848866	0.0
PABPC1	4.9393939393939394	1.7489259190183097e-64	0.6614847	0.0
TXLNA	6.287878787878788	1.0	0.5620936	0.0
SPEN	4.369230769230769	2.801306563556477e-137	0.67056274	0.0
PPM1E	5.03030303030303	8.064061631179219e-55	0.6291477	0.0
USH2A	8.075757575757576	1.0	0.6617497	0.0
MLXIPL	6.121212121212121	1.0	0.55589354	0.0
HLA-DQB1	5.893939393939394	0.05792040386869313	0.5410681	0.0
SLC27A6	4.4393939393939394	2.086267991521298e-127	0.63705295	0.0
CHST9	7.409090909090909	1.0	0.34361437	1.3992527189332126e-139
CRIPAK	4.333333333333333	2.099189068911428e-142	0.63214797	0.0
UBR1	4.621212121212121	7.283583094836594e-103	0.6999998	0.0
S1PR3	6.2272727272727275	1.0	0.53758883	0.0
HUWE1	4.0	5.663074655595976e-192	0.68919307	0.0
JMJD7-PLA2G4B	6.984848484848484	1.0	0.6240448	0.0
ACVR1B	5.378787878787879	2.310813752136869e-24	0.6174026	0.0
DOCK10	4.666666666666667	5.436100284867346e-97	0.69554484	0.0
HERC2	5.106060606060606	2.7827458189784703e-47	0.6860216	0.0
S1PR4	5.409090909090909	2.9159368781695483e-22	0.56749594	0.0
BHLHB9	5.151515151515151	5.424357440584188e-43	0.56842726	0.0
MSR1	4.553846153846154	9.190130553364623e-112	0.6167034	0.0
DNAJC10	5.712121212121212	1.4715270144469939e-06	0.5575526	0.0
KIAA0319	5.363636363636363	1.8904454137449194e-25	0.62809074	0.0
LATS2	5.0	5.73731037415242e-58	0.6068934	0.0
PODXL	5.9393939393939394	0.22883090852705568	0.50124645	0.0
STK11IP	4.151515151515151	4.888626158200517e-169	0.6651503	0.0
NEBL	4.818181818181818	2.526887068025153e-78	0.60612357	0.0
HNRPLL	5.742424242424242	1.5414144071321173e-05	0.51616997	0.0
KCNJ3	7.303030303030303	1.0	0.3981609	7.275115904462927e-232
CCDC47	6.287878787878788	1.0	0.41689247	4.72313227901861e-265
SVEP1	3.8636363636363638	5.454476175122177e-213	0.70204556	0.0
ZCCHC17	5.96969696969697	0.4436187976085343	0.3682508	4.006781163375948e-180
RANBP2	4.6	1.232280740044449e-105	0.68223435	0.0
RAPGEF6	4.651515151515151	6.187097844781667e-99	0.6635653	0.0
CTNNA2	5.181818181818182	3.1356292036781608e-40	0.58768547	0.0
UBN1	6.015151515151516	0.8509305982928572	0.66214985	0.0
URB2	4.909090909090909	7.610370895101997e-68	0.69088507	0.0
NRG1	5.166666666666667	1.3342906577176216e-41	0.6952048	0.0
AGK	5.0	5.73731037415242e-58	0.6000006	0.0
CD177	4.878787878787879	2.82563781485433e-71	0.55538815	0.0
BIRC6	4.166666666666667	8.846692185045926e-167	0.6822841	0.0
SUCLG1	9.424242424242424	1.0	0.46218392	0.0
TAF7L	4.53030303030303	6.196157745775322e-115	0.6034626	0.0
APLP1	4.515151515151516	5.4796647160484944e-117	0.5829632	0.0
MKKS	5.121212121212121	7.842657521703938e-46	0.55926204	0.0
PPIL4	5.015151515151516	2.1957164053562734e-56	0.5410934	0.0
RREB1	5.575757575757576	2.1253131483774454e-12	0.6707829	0.0
ZFAND2B	5.651515151515151	6.697787609259519e-09	0.45342043	0.0
EIF4A2	5.681818181818182	1.115767866631951e-07	0.54933333	0.0
CNTRL	5.545454545454546	5.662991807285104e-14	0.7004421	0.0
ZNF653	4.9393939393939394	1.7489259190183097e-64	0.56627506	0.0
ALG10B	6.4393939393939394	1.0	0.38323003	8.843402364720392e-206
PEG3	4.803030303030303	3.987558958650078e-80	0.68997407	0.0
SYTL2	6.015151515151516	0.8509305982928572	0.6581983	0.0
MTUS2	5.666666666666667	2.8110393516224482e-08	0.6109917	0.0
FKBPL	5.257575757575758	1.0798160343680533e-33	0.542445	0.0
TNS1	4.924242424242424	3.717947928122215e-66	0.7002311	0.0
PUM2	15.0	1.0	0.60376227	0.0
NDUFA13	6.9393939393939394	1.0	0.46683666	0.0
SUN1	7.03030303030303	1.0	0.4390227	1.434327309950746e-304
CLTCL1	4.257575757575758	2.294211690470845e-153	0.69837785	0.0
ABTB2	5.287878787878788	3.1483437759882676e-31	0.625888	0.0
SPRED1	4.287878787878788	5.811180470231197e-149	0.6061105	0.0
MYO16	4.484848484848484	4.014635475591554e-121	0.7011288	0.0
BCL2A1	4.5	4.739860753386833e-119	0.4501152	0.0
NKD1	5.424242424242424	3.0278538145354285e-21	0.45955014	0.0
PRUNE2	5.2272727272727275	3.054149657767389e-36	0.70373785	0.0
IL1RAP	5.03030303030303	8.064061631179219e-55	0.6371425	0.0
CWC25	5.5	1.6105002492508562e-16	0.55890816	0.0
TRIM51	5.181818181818182	3.1356292036781608e-40	0.5734729	0.0
CCNB3	4.606060606060606	7.605891566940396e-105	0.69209516	0.0
SP140	5.4393939393939394	2.973650604950998e-20	0.33246234	3.856317264199361e-122
WDR25	4.7727272727272725	8.965969538698311e-84	0.500834	0.0
SOHLH2	5.984848484848484	0.5760843658626654	0.5275609	0.0
KLK10	5.045454545454546	2.823448101503254e-53	0.53814125	0.0
RGL1	4.333333333333333	2.099189068911428e-142	0.61748993	0.0
CD300E	15.0	1.0	0.4360218	3.325638616399199e-299
SRA1	5.045454545454546	2.823448101503254e-53	0.43452522	1.5789359849250788e-296
GBF1	4.363636363636363	4.4418567291027624e-138	0.7006617	0.0
SERPINB13	6.742424242424242	1.0	0.5349871	0.0
EMID2	4.53030303030303	6.196157745775322e-115	0.5459277	0.0
KPNA4	5.409090909090909	2.9159368781695483e-22	0.5627982	0.0
PEX3	10.166666666666666	1.0	0.34615433	1.2145468517932132e-143
THEG	5.378787878787879	2.310813752136869e-24	0.59048057	0.0
EIF3L	5.924242424242424	0.15242665824965337	0.42949003	1.5731765132988928e-287
KRT85	6.545454545454546	1.0	0.34580067	4.479309111595984e-143
MAP2K3	3.9545454545454546	5.955351628610733e-199	0.65570676	0.0
LILRB1	6.787878787878788	1.0	0.4099798	9.191017713583496e-253
RANBP3	4.742424242424242	1.7760953240947375e-87	0.58312684	0.0
TRAF5	4.575757575757576	7.642634320383592e-109	0.5555757	0.0
ATP2A1	4.484848484848484	4.014635475591554e-121	0.66359717	0.0
POLH	4.7727272727272725	8.965969538698311e-84	0.6072513	0.0
NCAPD3	6.242424242424242	1.0	0.66470784	0.0
MKI67	5.106060606060606	2.7827458189784703e-47	0.6832925	0.0
PTEN	3.9076923076923076	3.765331231534248e-206	0.6386633	0.0
CLIC6	5.53030303030303	8.503317738878239e-15	0.5562935	0.0
SRSF4	5.0	5.73731037415242e-58	0.59913915	0.0
ERCC4	5.681818181818182	1.115767866631951e-07	0.51403874	0.0
COL5A3	7.196969696969697	1.0	0.6762417	0.0
TXNIP	4.461538461538462	2.493593928929452e-124	0.58698857	0.0
ABCB1	4.5606060606060606	7.325333522650586e-111	0.67307633	0.0
IPO7	4.621212121212121	7.283583094836594e-103	0.5941482	0.0
AEBP1	5.045454545454546	2.823448101503254e-53	0.6231502	0.0
C2orf65	7.303030303030303	1.0	0.26715297	3.8136931347356827e-38
EIF4G2	4.803030303030303	3.987558958650078e-80	0.6449183	0.0
MSI1	5.545454545454546	5.662991807285104e-14	0.34477612	1.9562636577988548e-141
HK1	5.848484848484849	0.00899943381420293	0.49171627	0.0
BAZ2B	5.318181818181818	7.542094722616821e-29	0.6791815	0.0
PLAGL2	6.242424242424242	1.0	0.30426067	1.7581296269967059e-81
HEXDC	7.075757575757576	1.0	0.41220906	1.0096988324586797e-256
GCKR	5.803030303030303	0.0008303679673632806	0.31535065	8.284398575152023e-97
CARS	5.090909090909091	9.42672456685099e-49	0.58517176	0.0
MYH11	4.590909090909091	7.732232621026812e-107	0.69937426	0.0
RRP12	5.575757575757576	2.1253131483774454e-12	0.5714847	0.0
FMOD	6.7727272727272725	1.0	0.47743073	0.0
TKTL2	8.742424242424242	1.0	0.31153107	2.009468053953346e-91
TCF12	4.2727272727272725	3.653471191512652e-151	0.6189577	0.0
CCBL2	7.545454545454546	1.0	0.32981274	4.259289031181808e-118
DMXL2	7.409090909090909	1.0	0.7006946	0.0
PPAP2C	5.2272727272727275	3.054149657767389e-36	0.46167597	0.0
MMP8	8.530303030303031	1.0	0.46254194	0.0
SYNE2	5.507692307692308	4.513843539224946e-16	0.613745	0.0
SEPT11	6.742424242424242	1.0	0.3679745	1.1750462479086434e-179
DYDC1	15.0	1.0	0.21470658	0.0004665535051267199
TALDO1	7.878787878787879	1.0	0.3188643	7.484327374630688e-102
TP53I3	5.0606060606060606	9.495982898785684e-52	0.48390892	0.0
KLK6	7.803030303030303	1.0	0.47036427	0.0
POLR2B	5.0606060606060606	9.495982898785684e-52	0.6339512	0.0
MYF6	4.575757575757576	7.642634320383592e-109	0.51327795	0.0
NDUFAF3	7.0606060606060606	1.0	0.3165777	1.4689995296059905e-98
EDIL3	6.045454545454546	1.0	0.55448484	0.0
CEP95	6.651515151515151	1.0	0.47624567	0.0
SLC4A8	5.878787878787879	0.032883936894816605	0.62691647	0.0
HCFC1	4.212121212121212	4.797666161747924e-160	0.5636494	0.0
TEKT4	5.5606060606060606	3.572196729675238e-13	0.44908017	1.7e-322
RALGAPA1	5.045454545454546	2.823448101503254e-53	0.7011643	0.0
CHAF1A	5.409090909090909	2.9159368781695483e-22	0.63444644	0.0
DIP2A	4.636363636363637	6.822339762337563e-101	0.6144026	0.0
CPLX2	7.803030303030303	1.0	0.4467178	2.51777e-318
EIF4G3	4.878787878787879	2.82563781485433e-71	0.5685447	0.0
ESM1	5.96969696969697	0.4436187976085343	0.38836974	1.0314612633157675e-214
GABRA3	5.878787878787879	0.032883936894816605	0.42271662	1.954291665931415e-275
TAZ	4.318181818181818	1.39485974342238e-144	0.47694254	0.0
TRPV6	4.2727272727272725	3.653471191512652e-151	0.64526576	0.0
STRN3	4.909090909090909	7.610370895101997e-68	0.6224672	0.0
HAUS7	5.924242424242424	0.15242665824965337	0.27591842	3.90020854582945e-47
PRKACB	4.878787878787879	2.82563781485433e-71	0.42188197	6.021770403907104e-274
GTF3C1	4.787878787878788	6.088748728568496e-82	0.44049817	3.3054111236428183e-307
UBE4B	4.257575757575758	2.294211690470845e-153	0.7023342	0.0
PCIF1	5.015151515151516	2.1957164053562734e-56	0.5247475	0.0
HLA-DRB1	15.0	1.0	0.60866314	0.0
PLCD4	6.181818181818182	1.0	0.38931087	2.3548487503853694e-216
CTDSP2	4.0606060606060606	9.776009835342165e-183	0.47047603	0.0
NEURL4	5.7727272727272725	0.00012696930978608074	0.66265565	0.0
YME1L1	4.757575757575758	1.2813048174903688e-85	0.6049808	0.0
SCG2	5.409090909090909	2.9159368781695483e-22	0.568113	0.0
PCDH7	4.515151515151516	5.4796647160484944e-117	0.6749767	0.0
CCNB2	4.292307692307692	2.5703829635223823e-148	0.62766063	0.0
SLC22A6	6.2727272727272725	1.0	0.5362194	0.0
LRRCC1	4.9393939393939394	1.7489259190183097e-64	0.59956145	0.0
C11orf49	4.984848484848484	1.4401608249225746e-59	0.44555616	3.0002354e-316
SART3	5.257575757575758	1.0798160343680533e-33	0.6320882	0.0
GOLGA3	4.318181818181818	1.39485974342238e-144	0.6894863	0.0
PHKB	5.287878787878788	3.1483437759882676e-31	0.43532512	5.866548636669106e-298
RIOK1	4.318181818181818	1.39485974342238e-144	0.5111542	0.0
UQCRFS1	7.909090909090909	1.0	0.33601493	1.268214004205912e-127
ALS2	4.318181818181818	1.39485974342238e-144	0.51193833	0.0
NUP160	7.909090909090909	1.0	0.6499543	0.0
SNX3	5.893939393939394	0.05792040386869313	0.2540595	2.37540895340612e-26
PROC	7.712121212121212	1.0	0.62654674	0.0
PSKH1	5.409090909090909	2.9159368781695483e-22	0.45200968	0.0
TCF20	3.9393939393939394	2.757966219865828e-201	0.70295006	0.0
POLD1	4.848484848484849	9.105895800645387e-75	0.66748065	0.0
SORD	6.984848484848484	1.0	0.37016743	2.26497446201913e-183
TLR8	4.893939393939394	1.4942820346636513e-69	0.65815765	0.0
RPL22	5.454545454545454	2.7725974817306937e-19	0.21272793	0.0017276258816446512
CPNE7	5.651515151515151	6.697787609259519e-09	0.5209247	0.0
C1orf94	4.803030303030303	3.987558958650078e-80	0.5797002	0.0
LOXL3	15.0	1.0	0.29285708	9.161027451622112e-67
RASSF2	4.863636363636363	5.160066025918051e-73	0.49199504	0.0
PTPRZ1	4.454545454545454	2.6584028516486256e-125	0.6848881	0.0
IFIT2	15.0	1.0	0.30058563	1.2875981547491594e-76
LTBR	4.984848484848484	1.4401608249225746e-59	0.5449238	0.0
DAPK2	4.318181818181818	1.39485974342238e-144	0.49846983	0.0
ZDHHC16	4.484848484848484	4.014635475591554e-121	0.49819905	0.0
HLA-A	7.166666666666667	1.0	0.3956688	1.7415597697728237e-227
USP18	5.166666666666667	1.3342906577176216e-41	0.49522856	0.0
KHDRBS2	4.2727272727272725	3.653471191512652e-151	0.5232785	0.0
RBM11	5.53030303030303	8.503317738878239e-15	0.46443444	0.0
TBC1D1	3.787878787878788	8.678073467218118e-225	0.59921455	0.0
GCNT1	4.7727272727272725	8.965969538698311e-84	0.49509892	0.0
RTN3	6.742424242424242	1.0	0.4508233	0.0
LSP1	4.5	4.739860753386833e-119	0.49519372	0.0
FAM188A	8.5	1.0	0.34019172	3.6946212320528106e-134
NAP1L4	3.9242424242424243	1.2690122409814377e-203	0.5449174	0.0
PIGQ	15.0	1.0	0.36407328	4.380238533966309e-173
GPM6A	4.4393939393939394	2.086267991521298e-127	0.49541923	0.0
ERH	3.742424242424242	6.929834171225083e-232	0.29708928	4.283758491875807e-72
CCL18	3.909090909090909	5.923234485644303e-206	0.29971716	1.7484649579556845e-75
ALAS2	7.212121212121212	1.0	0.38643298	2.4350600164564136e-211
COL6A3	7.590909090909091	1.0	0.6823844	0.0
SNRPN	3.9242424242424243	1.2690122409814377e-203	0.4879677	0.0
MID1IP1	5.924242424242424	0.15242665824965337	0.24586463	4.979368231941482e-20
A1CF	15.0	1.0	0.37748918	7.067625921440392e-196
WAC	5.166666666666667	1.3342906577176216e-41	0.58091533	0.0
CDKN2C	3.909090909090909	5.923234485644303e-206	0.415271	3.636309958947779e-262
NAGK	7.4393939393939394	1.0	0.269002	5.690670754102365e-40
CWC22	7.2272727272727275	1.0	0.6071574	0.0
SLC6A8	7.393939393939394	1.0	0.25102806	6.487456062373649e-24
RHEB	4.030769230769231	2.837893398679423e-187	0.59320784	0.0
PVRL3	5.181818181818182	3.1356292036781608e-40	0.5242131	0.0
NCOA5	5.484848484848484	2.0437351789857054e-17	0.34165612	1.798383498957742e-136
NPFFR2	15.0	1.0	0.20471247	0.10017028871991623
CYB5R1	5.363636363636363	1.8904454137449194e-25	0.44747943	1.10107e-319
LAMA4	3.878787878787879	1.2044290628241797e-210	0.57116	0.0
OTX1	5.2272727272727275	3.054149657767389e-36	0.51554275	0.0
CUL7	5.553846153846154	1.5853652196951097e-13	0.6775258	0.0
THRAP3	4.318181818181818	1.39485974342238e-144	0.65253675	0.0
RCC2	4.7727272727272725	8.965969538698311e-84	0.52172637	0.0
SSH2	4.954545454545454	7.93776677568414e-63	0.686556	0.0
POLR1C	5.0606060606060606	9.495982898785684e-52	0.4719614	0.0
RASD2	3.8181818181818183	4.652961405653735e-220	0.33225197	8.099772663290619e-122
XPC	4.5606060606060606	7.325333522650586e-111	0.66213703	0.0
CKS2	4.303030303030303	9.116079619484862e-147	0.40517855	2.982548912982775e-244
ZNF329	4.090909090909091	3.809368010691429e-178	0.5839745	0.0
PDPN	8.0	1.0	0.21462543	0.0004934710572751026
TIMM17A	15.0	1.0	0.16023691	1.0
NFIX	5.757575757575758	4.554536685781717e-05	0.39815927	7.32021191625085e-232
MADCAM1	5.121212121212121	7.842657521703938e-46	0.5367514	0.0
SENP8	5.454545454545454	2.7725974817306937e-19	0.34312895	8.288792682194358e-139
FLG	4.212121212121212	4.797666161747924e-160	0.6797744	0.0
ITPR2	4.545454545454546	6.816081911527422e-113	0.70079434	0.0
NUCB1	6.075757575757576	1.0	0.49042985	0.0
ATF7IP2	4.303030303030303	9.116079619484862e-147	0.63974583	0.0
WDR13	4.5	4.739860753386833e-119	0.57915413	0.0
NBR1	5.454545454545454	2.7725974817306937e-19	0.5390461	0.0
CORO1A	5.287878787878788	3.1483437759882676e-31	0.35136768	4.521658932867842e-152
PDIA6	6.2272727272727275	1.0	0.36001077	2.675556210791001e-166
CYP11B2	6.348484848484849	1.0	0.21746069	6.144242756788427e-05
FAM135B	4.484848484848484	4.014635475591554e-121	0.6785534	0.0
MKL2	4.666666666666667	5.436100284867346e-97	0.6486276	0.0
CACNA1S	5.545454545454546	5.662991807285104e-14	0.68884784	0.0
PTPRU	6.075757575757576	1.0	0.696522	0.0
IL9R	4.333333333333333	2.099189068911428e-142	0.5183166	0.0
STXBP2	5.424242424242424	3.0278538145354285e-21	0.6210305	0.0
HMG20A	5.4393939393939394	2.973650604950998e-20	0.35203245	3.7363133611232453e-153
DOCK3	4.5	4.739860753386833e-119	0.71126634	0.0
HLA-B	5.924242424242424	0.15242665824965337	0.5629995	0.0
TBL1XR1	4.5	4.739860753386833e-119	0.6106876	0.0
SLC25A5	4.651515151515151	6.187097844781667e-99	0.525341	0.0
SST	9.333333333333334	1.0	0.15638319	1.0
RAB10	7.666666666666667	1.0	0.19839121	0.6554223779342124
GNL3L	5.590909090909091	1.195757622712336e-11	0.5038409	0.0
RNF25	4.363636363636363	4.4418567291027624e-138	0.5204748	0.0
APOH	6.878787878787879	1.0	0.5524847	0.0
SMUG1	5.2727272727272725	1.8898783298604643e-32	0.3424434	1.016797710841081e-137
CCNK	5.075757575757576	3.0673721766277474e-50	0.53081185	0.0
TRIM16	5.015151515151516	2.1957164053562734e-56	0.5732709	0.0
TTBK1	4.545454545454546	6.816081911527422e-113	0.68870944	0.0
MYCL1	4.863636363636363	5.160066025918051e-73	0.44172716	2.100046254706846e-309
LCN1	9.045454545454545	1.0	0.23511197	4.813010493144386e-13
TRHR	5.681818181818182	1.115767866631951e-07	0.37616873	1.3051559082030394e-193
SLC15A2	7.848484848484849	1.0	0.5912226	0.0
BRD7	4.409090909090909	1.1994242041498635e-131	0.62796515	0.0
CSRP2BP	5.424242424242424	3.0278538145354285e-21	0.5121538	0.0
CYFIP2	4.621212121212121	7.283583094836594e-103	0.68795866	0.0
SIK2	4.5	4.739860753386833e-119	0.65361476	0.0
SI	4.590909090909091	7.732232621026812e-107	0.6884091	0.0
SUPT5H	4.333333333333333	2.099189068911428e-142	0.6842875	0.0
MS4A3	5.106060606060606	2.7827458189784703e-47	0.3114355	2.730372994532302e-91
PRLR	4.4393939393939394	2.086267991521298e-127	0.5395856	0.0
GNB1	6.045454545454546	1.0	0.20585693	0.06311650932005457
MYO5B	5.454545454545454	2.7725974817306937e-19	0.6568799	0.0
FBXO9	5.863636363636363	0.01765760733315265	0.40039396	8.477535256691378e-236
ALS2CR11	5.348484848484849	1.4665368120487567e-26	0.5205421	0.0
DNAJC14	5.96969696969697	0.4436187976085343	0.4026469	8.933614549286366e-240
TFAP2C	3.893939393939394	2.672308029730401e-208	0.53268254	0.0
OPN4	6.7727272727272725	1.0	0.31259754	6.4616717137681295e-93
RASL12	3.8181818181818183	4.652961405653735e-220	0.33835432	2.8440454085870453e-131
GABRA4	4.803030303030303	3.987558958650078e-80	0.50141007	0.0
PPYR1	15.0	1.0	0.17908908	1.0
UBA2	4.378787878787879	6.28958515631937e-136	0.603387	0.0
EHBP1	6.090909090909091	1.0	0.54767716	0.0
SATB2	4.545454545454546	6.816081911527422e-113	0.5951055	0.0
INCENP	5.636363636363637	1.503204854006047e-09	0.40319723	9.522428965022761e-241
CPSF1	5.53030303030303	8.503317738878239e-15	0.6943145	0.0
ARHGEF3	5.0606060606060606	9.495982898785684e-52	0.509381	0.0
FBXO18	5.166666666666667	1.3342906577176216e-41	0.6440153	0.0
HN1L	15.0	1.0	0.29566103	2.8093853866597648e-70
ARCN1	6.348484848484849	1.0	0.3738464	1.231904002900549e-189
PAPSS1	5.015151515151516	2.1957164053562734e-56	0.5936572	0.0
MYPN	5.7727272727272725	0.00012696930978608074	0.5447877	0.0
RPS27A	3.8333333333333335	1.0527038113259565e-217	0.41471082	3.6109399745904997e-261
SIAH2	5.46969696969697	2.4478342092671837e-18	0.40038207	8.893168420479457e-236
C6orf62	5.924242424242424	0.15242665824965337	0.26662937	1.2312216560754871e-37
NR5A2	4.651515151515151	6.187097844781667e-99	0.5699303	0.0
LRP12	4.606060606060606	7.605891566940396e-105	0.6569254	0.0
SLU7	5.5	1.6105002492508562e-16	0.5027973	0.0
FHL5	4.0606060606060606	9.776009835342165e-183	0.51658547	0.0
BFSP1	4.696969696969697	3.8046876614436754e-93	0.4973927	0.0
LYPLA1	6.757575757575758	1.0	0.18289827	1.0
SERPINB4	9.545454545454545	1.0	0.28155878	2.355159643486974e-53
DACH2	4.545454545454546	6.816081911527422e-113	0.5253678	0.0
ST14	7.621212121212121	1.0	0.5125786	0.0
HMOX2	4.393939393939394	8.794930156881239e-134	0.4745498	0.0
TCF21	5.045454545454546	2.823448101503254e-53	0.32756227	1.070681096943722e-114
MTF1	5.7727272727272725	0.00012696930978608074	0.488233	0.0
ADAM10	5.53030303030303	8.503317738878239e-15	0.6326205	0.0
SSX2IP	5.121212121212121	7.842657521703938e-46	0.38261065	1.0449583889856605e-204
CACYBP	5.893939393939394	0.05792040386869313	0.15585944	1.0
RPL31	5.242424242424242	5.863140216407729e-35	0.32947332	1.3933909144185803e-117
MCL1	4.5	4.739860753386833e-119	-0.030978303	1.0
CAPZA2	6.2272727272727275	1.0	0.25237527	5.533322875985211e-25
SNAP23	6.2727272727272725	1.0	0.2466248	1.4022415029185713e-20
FBXO3	5.863636363636363	0.01765760733315265	0.41272557	1.2212871194196652e-257
RFC5	4.666666666666667	5.436100284867346e-97	0.43953583	1.735845155614526e-305
ATRX	4.318181818181818	1.39485974342238e-144	0.7022095	0.0
MBD6	5.878787878787879	0.032883936894816605	0.32296076	7.678720936360758e-108
RNF34	5.454545454545454	2.7725974817306937e-19	0.21491793	0.0004026889492388003
FGFR1	4.242424242424242	1.391612686384099e-155	0.46316963	0.0
PPP1R15A	4.0606060606060606	9.776009835342165e-183	0.55332667	0.0
APPL2	4.606060606060606	7.605891566940396e-105	0.61519295	0.0
ANPEP	5.4	7.044003032049082e-23	0.61381435	0.0
HLA-C	7.151515151515151	1.0	0.45432007	0.0
HADHB	5.348484848484849	1.4665368120487567e-26	0.50264114	0.0
PAPPA2	4.984848484848484	1.4401608249225746e-59	0.62558407	0.0
STON2	4.96969696969697	3.453316756337159e-61	0.64981693	0.0
PSMD11	3.621212121212121	6.197351777364267e-251	0.2433672	2.847038292058317e-18
KCNS3	15.0	1.0	0.4339614	1.6049660114163822e-295
ROPN1	15.0	1.0	0.16796993	1.0
ZNF24	4.333333333333333	2.099189068911428e-142	0.39812875	8.281283285614278e-232
PSMA4	5.166666666666667	1.3342906577176216e-41	0.42681462	9.46252371985313e-283
ST6GALNAC2	4.090909090909091	3.809368010691429e-178	0.5138789	0.0
SEC61B	8.106060606060606	1.0	0.12003956	1.0
ATP1A1	5.03030303030303	8.064061631179219e-55	0.5085652	0.0
CHRM2	6.681818181818182	1.0	0.41825923	1.7373327707238333e-267
DDX11	4.681818181818182	4.6176288953559986e-95	0.5683983	0.0
LINGO1	5.621212121212121	3.175983136226044e-10	0.5997448	0.0
NOS1	5.5606060606060606	3.572196729675238e-13	0.68434733	0.0
PPP5C	5.393939393939394	2.6774841116875216e-23	0.50425947	0.0
CCR5	6.212121212121212	1.0	0.2291654	7.729659753144473e-10
BRD4	4.818181818181818	2.526887068025153e-78	0.58446825	0.0
GEMIN7	5.575757575757576	2.1253131483774454e-12	0.39088085	4.264896722767883e-219
IL1F10	6.621212121212121	1.0	0.22560887	3.7588351449013934e-08
TMEM102	4.363636363636363	4.4418567291027624e-138	0.5798976	0.0
AKIP1	4.590909090909091	7.732232621026812e-107	0.37399942	6.747311244929611e-190
MED18	6.454545454545454	1.0	0.4462029	2.0951713e-317
ECHS1	6.075757575757576	1.0	0.32294297	8.154633171652692e-108
PPP4R4	5.2727272727272725	1.8898783298604643e-32	0.23769939	1.3806400532912166e-14
TRAFD1	5.0	5.73731037415242e-58	0.5310967	0.0
LY96	5.696969696969697	4.17278972504703e-07	0.33883065	5.093930175066176e-132
RBM7	4.803030303030303	3.987558958650078e-80	0.40688145	2.8744525419762123e-247
TRDMT1	4.621212121212121	7.283583094836594e-103	0.48442376	0.0
HOXB9	4.166666666666667	8.846692185045926e-167	0.26389334	5.068667159975198e-35
G6PD	5.090909090909091	9.42672456685099e-49	0.44091457	5.968280070546439e-308
DPPA3	6.242424242424242	1.0	0.26912948	4.247092442052062e-40
CCDC106	3.909090909090909	5.923234485644303e-206	0.21011394	0.008055044235059677
C7orf50	5.5	1.6105002492508562e-16	0.37585744	4.460414115347533e-193
ORMDL3	5.121212121212121	7.842657521703938e-46	0.34591195	2.9713119351981807e-143
PALLD	4.863636363636363	5.160066025918051e-73	0.6610403	0.0
HIST1H1A	5.151515151515151	5.424357440584188e-43	0.38606644	1.0565348506361222e-210
RPS3	4.318181818181818	1.39485974342238e-144	0.47477844	0.0
TMOD2	6.196969696969697	1.0	0.31197935	4.7470127074076666e-92
STAU2	5.015151515151516	2.1957164053562734e-56	0.5191431	0.0
MED4	15.0	1.0	0.108954586	1.0
KLK3	6.515151515151516	1.0	0.44153318	4.668979706069996e-309
CDK3	4.045454545454546	4.880068221542849e-185	0.57375306	0.0
SUZ12	5.303030303030303	5.000995631703424e-30	0.53321195	0.0
PPP2R2B	3.696969696969697	5.152520878395471e-239	0.6167467	0.0
FIS1	8.378787878787879	1.0	0.22020419	6.426409606824976e-06
BID	3.9393939393939394	2.757966219865828e-201	0.36563736	1.0315129798358438e-175
PRSS3	8.287878787878787	1.0	0.22380118	2.32585398680916e-07
