Gene	Average shortest path length to known risk genes	FDR p-value (Average shortest path length)	Average cosine similarity with known risk genes	FDR p-value (Average cosine similarity)
VHL	4.569230769230769	2.7642053630453693e-115	0.6342601	0.0
MUC4	5.0	2.784639304065503e-64	0.64315027	0.0
PBRM1	4.492307692307692	2.1198062406743009e-125	0.6386424	0.0
SETD2	4.3076923076923075	1.3255263477636158e-150	0.64658093	0.0
BAP1	4.2153846153846155	1.2719647877667726e-163	0.6489853	0.0
MTOR	3.8153846153846156	3.0002000541017386e-222	0.65072465	0.0
DST	5.318181818181818	1.3394031029632731e-34	0.665367	0.0
PABPC1	4.9393939393939394	8.666842423299595e-71	0.6614847	0.0
TP53	3.0153846153846153	0.0	0.62079453	0.0
PIK3CA	4.230769230769231	1.9769565113907955e-161	0.6602767	0.0
PCLO	4.9393939393939394	8.666842423299595e-71	0.6736751	0.0
SPEN	4.369230769230769	4.473923094438013e-142	0.67056274	0.0
KMT2D	3.787878787878788	2.115340487863969e-226	0.67328596	0.0
PDE4DIP	5.2272727272727275	2.9052237252149825e-42	0.65436935	0.0
ATM	3.8615384615384616	2.3467488869592044e-215	0.6719411	0.0
USH2A	8.075757575757576	1.0	0.6617497	0.0
PTEN	3.9076923076923076	1.7130850715161872e-208	0.6386633	0.0
FLG	4.212121212121212	4.33582970150717e-164	0.6797744	0.0
MAP2K3	3.9545454545454546	1.4292587375731596e-201	0.65570676	0.0
LRP1B	5.538461538461538	4.681223471344839e-19	0.6800452	0.0
SMARCA4	3.523076923076923	2.460404685622074e-266	0.66538024	0.0
FBN2	7.515151515151516	1.0	0.6906315	0.0
KCNJ12	5.636363636363637	1.2851410704542627e-13	0.654453	0.0
BAZ2B	5.318181818181818	1.3394031029632731e-34	0.6791815	0.0
ZNFX1	6.2272727272727275	1.0	0.680474	0.0
EGFR	3.4393939393939394	4.255692881133359e-279	0.65767103	0.0
MUC6	6.878787878787879	1.0	0.6704255	0.0
SPTA1	4.590909090909091	1.7383763998462225e-112	0.68025976	0.0
BRWD1	4.46969696969697	2.0157488759722106e-128	0.5884104	0.0
NOS1	5.5606060606060606	9.57038049901898e-18	0.68434733	0.0
HLA-DRB1	15.0	1.0	0.60866314	0.0
BRCA1	3.1818181818181817	3.979575e-318	0.098086886	1.0
LRP2	5.045454545454546	1.4229306440703084e-59	0.68772864	0.0
MYO3A	4.4393939393939394	1.673299379658336e-132	0.6777026	0.0
COL5A3	7.196969696969697	1.0	0.6762417	0.0
NRIP1	3.757575757575758	6.114847680928736e-231	0.5503775	0.0
NF1	4.553846153846154	2.7381918242633318e-117	0.65660006	0.0
SVIL	4.242424242424242	8.837767506374353e-160	0.6293463	0.0
AKAP9	5.092307692307692	7.111368217528181e-55	0.68913066	0.0
MED13	6.4393939393939394	1.0	0.696938	0.0
UBN1	6.015151515151516	0.11603843419891441	0.66214985	0.0
BIRC6	4.166666666666667	1.3774237346063119e-170	0.6822841	0.0
ARID1A	4.507692307692308	2.3299386137727504e-123	0.68588346	0.0
SOS1	4.045454545454546	3.500482389273137e-188	0.4091967	7.408858700837686e-275
ZFPM2	4.0606060606060606	5.7613808878307085e-186	0.67808527	0.0
ANK2	5.378787878787879	7.002849665867642e-30	0.6946765	0.0
WASL	4.212121212121212	4.33582970150717e-164	0.6236381	0.0
BLM	3.9242424242424243	4.600422224434154e-206	0.67766905	0.0
CRIPAK	4.333333333333333	4.8731389520965527e-147	0.63214797	0.0
RYR3	5.545454545454546	1.2242493613827866e-18	0.6901654	0.0
RANBP2	4.6	2.593606641673466e-111	0.68223435	0.0
RARA	3.742424242424242	3.2359242627538247e-233	0.22787578	4.035178581981896e-14
PDZD2	5.409090909090909	1.1965605630142752e-27	0.6925039	0.0
NFE2L2	4.2153846153846155	1.2719647877667726e-163	0.6527109	0.0
KIF20B	4.166666666666667	1.3774237346063119e-170	0.6855177	0.0
RYR2	5.212121212121212	1.3139036660141977e-43	0.6762933	0.0
SETBP1	5.123076923076923	7.081759845149927e-52	0.6127635	0.0
JAK2	3.8181818181818183	7.38036129473198e-222	0.14058468	1.0
PDGFRA	4.015151515151516	1.2499973933095756e-192	0.63363194	0.0
XPO1	3.893939393939394	1.469768442176506e-210	0.5338834	0.0
ZBTB38	6.015151515151516	0.11603843419891441	0.65487224	0.0
RYR1	4.938461538461539	6.924017516716082e-71	0.672736	0.0
ARHGAP5	4.590909090909091	1.7383763998462225e-112	0.67681146	0.0
MAGEC1	15.0	1.0	0.5286577	0.0
SYNE2	5.507692307692308	5.866743102700492e-21	0.613745	0.0
CACNA1S	5.545454545454546	1.2242493613827866e-18	0.68884784	0.0
HLA-DRB5	15.0	1.0	0.55049795	0.0
COL1A2	6.318181818181818	1.0	0.67242235	0.0
HERC2	5.106060606060606	1.5872832289342982e-53	0.6860216	0.0
KIAA0319	5.363636363636363	4.9677529912471725e-31	0.62809074	0.0
ATP2A1	4.484848484848484	2.1281592221250877e-126	0.66359717	0.0
COL11A1	6.0	0.07311233693762956	0.67289776	0.0
KIF1B	5.590909090909091	5.007830731219704e-16	0.69903964	0.0
STAT1	3.5757575757575757	2.18169446221551e-258	0.26172197	1.515994443660139e-42
SALL1	3.878787878787879	8.171994366410397e-213	0.6802893	0.0
PTCH1	15.0	1.0	0.6546934	0.0
ADCY8	4.424242424242424	1.483232711503633e-134	0.67036396	0.0
DUOX1	15.0	1.0	0.6705584	0.0
ATP1A1	5.03030303030303	3.992657506387221e-61	0.5085652	0.0
CCNB2	4.292307692307692	9.30279674021494e-153	0.62766063	0.0
CACNA1C	4.651515151515151	9.179932486875994e-105	0.7005587	0.0
HSPA8	3.5606060606060606	1.0767191768626267e-260	0.49124312	0.0
CNTNAP4	6.166666666666667	1.0	0.68281054	0.0
SPHKAP	5.878787878787879	0.00027450830962018466	0.6731072	0.0
PTPRZ1	4.454545454545454	1.8518644066753443e-130	0.6848881	0.0
HLA-DQB1	5.893939393939394	0.0006641214396199383	0.5410681	0.0
ATF7IP2	4.303030303030303	2.9329124127824168e-151	0.63974583	0.0
EP300	3.272727272727273	2.576155245485676e-304	-0.08868557	1.0
ANPEP	5.4	2.632606687329081e-28	0.61381435	0.0
ERBB4	4.3538461538461535	3.426932872550168e-144	0.6472294	0.0
PCNA	3.8636363636363638	4.569907826037505e-215	0.103274606	1.0
SVEP1	3.8636363636363638	4.569907826037505e-215	0.70204556	0.0
CUL9	5.96969696969697	0.024729877173714734	0.6848866	0.0
PCDH7	4.515151515151516	2.2372994385292133e-122	0.6749767	0.0
GALNT11	6.0	0.07311233693762956	0.3271195	2.131725673185368e-131
PRX	8.227272727272727	1.0	0.54667944	0.0
ANKHD1	5.106060606060606	1.5872832289342982e-53	0.6249147	0.0
CDKN2A	4.454545454545454	1.8518644066753443e-130	0.5456285	0.0
PKHD1	7.045454545454546	1.0	0.6957325	0.0
SLC27A6	4.4393939393939394	1.673299379658336e-132	0.63705295	0.0
MSR1	4.553846153846154	2.7381918242633318e-117	0.6167034	0.0
BCL6	4.03030303030303	2.1087738388507592e-190	0.6029208	0.0
STAG2	5.7846153846153845	3.3651750724718466e-07	0.6638716	0.0
IFT140	6.666666666666667	1.0	0.676813	0.0
DHX37	15.0	1.0	0.65813404	0.0
ZMYM2	3.9696969696969697	2.4674890859968454e-199	0.6845425	0.0
GOLGA3	4.318181818181818	3.8075011752609048e-149	0.6894863	0.0
AOX1	6.196969696969697	1.0	0.66562676	0.0
NFAT5	5.545454545454546	1.2242493613827866e-18	0.6756137	0.0
KIF14	5.242424242424242	6.099209833098505e-41	0.68228817	0.0
SF3B1	4.123076923076923	7.131159570945104e-177	0.59967965	0.0
MTUS2	5.666666666666667	3.978664970448861e-12	0.6109917	0.0
ITPR2	4.545454545454546	2.1705639517453993e-118	0.70079434	0.0
RHEB	4.030769230769231	2.4660840025820053e-190	0.59320784	0.0
PEG3	4.803030303030303	2.7367645399029442e-86	0.68997407	0.0
NPNT	7.446153846153846	1.0	0.62215906	0.0
COL4A5	7.075757575757576	1.0	0.695862	0.0
SREK1	4.2727272727272725	1.6441818492106707e-155	0.48598757	0.0
GNAS	5.4393939393939394	1.6925534327478274e-25	0.42685145	4.002341726566067e-307
SRC	3.303030303030303	1.117590044899327e-299	-0.13210958	1.0
CDH18	15.0	1.0	0.6291116	0.0
DAXX	3.5	7.221070472427171e-270	0.4021047	6.306227773945877e-262
BRCA2	3.712121212121212	8.857636845961859e-238	0.656836	0.0
SI	4.590909090909091	1.7383763998462225e-112	0.6884091	0.0
ABCA1	5.196969696969697	5.681854045967462e-45	0.68120694	0.0
CLTC	4.2	8.146721179039088e-166	0.6142204	0.0
CUX1	3.9846153846153847	4.1137481092206115e-197	0.6576163	0.0
RRAD	3.787878787878788	2.115340487863969e-226	0.6290966	0.0
LAMC2	7.196969696969697	1.0	0.68699986	0.0
RGS3	4.045454545454546	3.500482389273137e-188	0.62269527	0.0
ATRX	4.318181818181818	3.8075011752609048e-149	0.7022095	0.0
CPS1	4.378787878787879	9.114755093831552e-141	0.6924184	0.0
THBS1	6.393939393939394	1.0	0.6284347	0.0
NR2C1	3.8484848484848486	2.5229778063339486e-217	0.6406715	0.0
RAPGEF6	4.651515151515151	9.179932486875994e-105	0.6635653	0.0
CSF1R	4.630769230769231	2.19120411911767e-107	0.64414024	0.0
SUN1	7.03030303030303	1.0	0.4390227	0.0
SMG6	4.833333333333333	9.548106231121443e-83	0.6503659	0.0
TEC	4.303030303030303	2.9329124127824168e-151	0.5829815	0.0
ABP1	5.636363636363637	1.2851410704542627e-13	0.5522165	0.0
REM1	4.121212121212121	3.8192567646814513e-177	0.61993927	0.0
PLAU	6.712121212121212	1.0	0.62127703	0.0
TBC1D1	3.787878787878788	2.115340487863969e-226	0.59921455	0.0
STK11IP	4.151515151515151	9.15888580977784e-173	0.6651503	0.0
PPM1E	5.03030303030303	3.992657506387221e-61	0.6291477	0.0
GBF1	4.363636363636363	7.512830586913155e-143	0.7006617	0.0
CPAMD8	8.833333333333334	1.0	0.6600658	0.0
BOC	4.181818181818182	2.0431422463121415e-168	0.68238616	0.0
SAP130	4.090909090909091	1.5223184067744789e-181	0.6681787	0.0
LRRCC1	4.9393939393939394	8.666842423299595e-71	0.59956145	0.0
NEBL	4.818181818181818	1.6425866582786677e-84	0.60612357	0.0
FLT1	4.287878787878788	2.2087249048920608e-153	0.6400544	0.0
HLA-B	5.924242424242424	0.0033040705224971884	0.5629995	0.0
THEG	5.378787878787879	7.002849665867642e-30	0.59048057	0.0
CCNB3	4.606060606060606	1.5330310558122995e-110	0.69209516	0.0
MCM7	4.606060606060606	1.5330310558122995e-110	0.55383325	0.0
CLTCL1	4.257575757575758	1.225183680326422e-157	0.69837785	0.0
SUPT5H	4.333333333333333	4.8731389520965527e-147	0.6842875	0.0
DNMT1	4.075757575757576	9.425084823205431e-184	0.6839242	0.0
TFDP2	4.5	2.201714823989054e-124	0.62309575	0.0
CYFIP2	4.621212121212121	1.3207905061700894e-108	0.68795866	0.0
KIAA0368	6.5	1.0	0.69471455	0.0
ZNF804A	5.2	1.06939970975438e-44	0.65715873	0.0
LAMA4	3.878787878787879	8.171994366410397e-213	0.57116	0.0
ZNF423	4.0606060606060606	5.7613808878307085e-186	0.6908741	0.0
JUN	3.4393939393939394	4.255692881133359e-279	-0.07455632	1.0
AGK	5.0	2.784639304065503e-64	0.6000006	0.0
CFH	7.151515151515151	1.0	0.5339732	0.0
PIK3R1	3.878787878787879	8.171994366410397e-213	-0.06435545	1.0
IST1	5.151515151515151	3.59408870467608e-49	0.583998	0.0
GABRG2	4.287878787878788	2.2087249048920608e-153	0.6232357	0.0
KLF8	5.181818181818182	2.3605024707753786e-46	0.57126594	0.0
TRIM51	5.181818181818182	2.3605024707753786e-46	0.5734729	0.0
SPRED1	4.287878787878788	2.2087249048920608e-153	0.6061105	0.0
RREB1	5.575757575757576	7.098220602553354e-17	0.6707829	0.0
RP1	4.833333333333333	9.548106231121443e-83	0.6978194	0.0
PROC	7.712121212121212	1.0	0.62654674	0.0
PROX1	4.075757575757576	9.425084823205431e-184	0.6643985	0.0
PPP2R2B	3.696969696969697	4.6359708472492094e-240	0.6167467	0.0
TAF7L	4.53030303030303	2.2306482421952033e-120	0.6034626	0.0
DCN	6.545454545454546	1.0	0.5621147	0.0
SCAF11	4.681818181818182	5.689414961865554e-101	0.6887936	0.0
TXNIP	4.461538461538462	1.6292346540741292e-129	0.58698857	0.0
PCNT	4.909090909090909	3.9245179205093584e-74	0.7065306	0.0
SMC3	4.696969696969697	4.296316092130633e-99	0.6775748	0.0
USP18	5.166666666666667	9.397055613032697e-48	0.49522856	0.0
JMJD7-PLA2G4B	6.984848484848484	1.0	0.6240448	0.0
GUSB	4.590909090909091	1.7383763998462225e-112	0.593993	0.0
CDK3	4.045454545454546	3.500482389273137e-188	0.57375306	0.0
BRD7	4.409090909090909	1.2861037409784286e-136	0.62796515	0.0
ACVR1B	5.378787878787879	7.002849665867642e-30	0.6174026	0.0
PAK6	3.696969696969697	4.6359708472492094e-240	0.6445153	0.0
DMXL2	7.409090909090909	1.0	0.7006946	0.0
CD300E	15.0	1.0	0.4360218	0.0
PI4KA	15.0	1.0	0.5764736	0.0
COL6A3	7.590909090909091	1.0	0.6823844	0.0
SELE	4.378787878787879	9.114755093831552e-141	0.6517864	0.0
CHEK2	3.696969696969697	4.6359708472492094e-240	0.454451	0.0
MPO	15.0	1.0	0.6298872	0.0
MAN2C1	7.181818181818182	1.0	0.6308102	0.0
LAMA1	6.5	1.0	0.6956325	0.0
SUCLG1	9.424242424242424	1.0	0.46218392	0.0
FGFR1	4.242424242424242	8.837767506374353e-160	0.46316963	0.0
UBR1	4.621212121212121	1.3207905061700894e-108	0.6999998	0.0
MMP2	6.590909090909091	1.0	0.57316464	0.0
MTMR4	5.090909090909091	5.1713704161927095e-55	0.6562442	0.0
MAX	3.9545454545454546	1.4292587375731596e-201	0.47599182	0.0
HUWE1	4.0	7.386654389169344e-195	0.68919307	0.0
GRIA1	4.318181818181818	3.8075011752609048e-149	0.6557245	0.0
DHX36	6.484848484848484	1.0	0.62996733	0.0
NUP160	7.909090909090909	1.0	0.6499543	0.0
OPRD1	5.015151515151516	1.0736043812980293e-62	0.590508	0.0
FLT4	4.569230769230769	2.7642053630453693e-115	0.6906795	0.0
VAV2	4.242424242424242	8.837767506374353e-160	0.6600145	0.0
PTPRC	4.2272727272727275	6.257190620228874e-162	0.49086547	0.0
GRIN2B	4.0606060606060606	5.7613808878307085e-186	0.5347964	0.0
TRPV6	4.2727272727272725	1.6441818492106707e-155	0.64526576	0.0
CENPF	6.257575757575758	1.0	0.7031515	0.0
PTPN13	3.8484848484848486	2.5229778063339486e-217	0.6513048	0.0
PTPRJ	3.9242424242424243	4.600422224434154e-206	0.6655169	0.0
KLK3	6.515151515151516	1.0	0.44153318	0.0
RAPGEF2	4.121212121212121	3.8192567646814513e-177	0.69580895	0.0
GLS	4.848484848484849	5.380669780436885e-81	0.6060294	0.0
KLK6	7.803030303030303	1.0	0.47036427	0.0
UQCRFS1	7.909090909090909	1.0	0.33601493	7.4030162759297015e-146
XPOT	4.833333333333333	9.548106231121443e-83	0.66476864	0.0
MADCAM1	5.121212121212121	4.676730757762688e-52	0.5367514	0.0
DIO2	5.590909090909091	5.007830731219704e-16	0.42562914	6.859617078448837e-305
DMD	6.090909090909091	0.5901931783435886	0.660166	0.0
PALLD	4.863636363636363	2.926718135188438e-79	0.6610403	0.0
ZHX3	4.4393939393939394	1.673299379658336e-132	0.6514843	0.0
GLYAT	5.0606060606060606	4.89685641010256e-58	0.56283134	0.0
CPLX2	7.803030303030303	1.0	0.4467178	0.0
ELK1	3.515151515151515	1.493266887443125e-267	0.38018698	2.6425518972474936e-222
CDH2	4.045454545454546	3.500482389273137e-188	0.6476293	0.0
RNF10	4.7272727272727275	2.2662035039882355e-95	0.66253555	0.0
KIAA0930	4.181818181818182	2.0431422463121415e-168	0.5983127	0.0
GATA2	3.6666666666666665	1.2657727916532822e-244	0.6095891	0.0
HSPA9	5.015151515151516	1.0736043812980293e-62	0.6068526	0.0
TCEB1	6.507692307692308	1.0	0.36553752	2.743124981994124e-196
CUL3	4.348484848484849	6.158238409806613e-145	0.66268677	0.0
TGFBRAP1	4.484848484848484	2.1281592221250877e-126	0.6619974	0.0
ALAS1	6.242424242424242	1.0	0.5006879	0.0
FSCN1	3.893939393939394	1.469768442176506e-210	0.6159423	0.0
CCNA1	3.757575757575758	6.114847680928736e-231	0.5395281	0.0
PIGQ	15.0	1.0	0.36407328	1.0222729991384996e-193
GNA13	5.318181818181818	1.3394031029632731e-34	0.5693053	0.0
SMAD2	3.015151515151515	0.0	-0.10605915	1.0
GRB2	3.727272727272727	1.706218311485279e-235	-0.15132315	1.0
SLC4A8	5.878787878787879	0.00027450830962018466	0.62691647	0.0
HSP90AA1	3.227272727272727	2.947655831822e-311	0.09081901	1.0
CCDC120	5.151515151515151	3.59408870467608e-49	0.65860766	0.0
IL1RAP	5.03030303030303	3.992657506387221e-61	0.6371425	0.0
EPS15L1	5.590909090909091	5.007830731219704e-16	0.59896636	0.0
CDK12	4.461538461538462	1.6292346540741292e-129	0.69437605	0.0
ACTG1	4.2272727272727275	6.257190620228874e-162	0.44557124	0.0
MLXIPL	6.121212121212121	0.8477923380061042	0.55589354	0.0
RNF4	3.9545454545454546	1.4292587375731596e-201	0.51926905	0.0
CNTRL	5.545454545454546	1.2242493613827866e-18	0.7004421	0.0
SIK2	4.5	2.201714823989054e-124	0.65361476	0.0
GRIK2	5.212121212121212	1.3139036660141977e-43	0.6823487	0.0
CAPN3	6.151515151515151	1.0	0.4566519	0.0
MED18	6.454545454545454	1.0	0.4462029	0.0
NBPF3	7.636363636363637	1.0	0.41152158	4.224700620094006e-279
APPL2	4.606060606060606	1.5330310558122995e-110	0.61519295	0.0
BIN1	4.257575757575758	1.225183680326422e-157	0.5631894	0.0
GOLGA5	4.7272727272727275	2.2662035039882355e-95	0.60657597	0.0
KLK10	5.045454545454546	1.4229306440703084e-59	0.53814125	0.0
BRK1	4.893939393939394	7.917093618468979e-76	0.48656458	0.0
APOH	6.878787878787879	1.0	0.5524847	0.0
SLC22A6	6.2727272727272725	1.0	0.5362194	0.0
C1orf94	4.803030303030303	2.7367645399029442e-86	0.5797002	0.0
CSF2RA	4.651515151515151	9.179932486875994e-105	0.5957822	0.0
NMT2	3.787878787878788	2.115340487863969e-226	0.5934062	0.0
SLC25A5	4.651515151515151	9.179932486875994e-105	0.525341	0.0
CWC22	7.2272727272727275	1.0	0.6071574	0.0
S1PR4	5.409090909090909	1.1965605630142752e-27	0.56749594	0.0
ONECUT1	4.0	7.386654389169344e-195	0.606741	0.0
PLG	5.893939393939394	0.0006641214396199383	0.53283894	0.0
THRAP3	4.318181818181818	3.8075011752609048e-149	0.65253675	0.0
SRA1	5.045454545454546	1.4229306440703084e-59	0.43452522	3.76e-321
ADAM10	5.53030303030303	1.4921710187680277e-19	0.6326205	0.0
MAP4	4.090909090909091	1.5223184067744789e-181	0.50100666	0.0
S1PR3	6.2272727272727275	1.0	0.53758883	0.0
ATP1A2	6.863636363636363	1.0	0.53132915	0.0
GMFB	3.712121212121212	8.857636845961859e-238	0.5485818	0.0
SOX9	3.9696969696969697	2.4674890859968454e-199	0.6235761	0.0
CD177	4.878787878787879	1.5453967442950229e-77	0.55538815	0.0
POLR1C	5.0606060606060606	4.89685641010256e-58	0.4719614	0.0
FKBPL	5.257575757575758	1.2355595419735018e-39	0.542445	0.0
USP2	4.9393939393939394	8.666842423299595e-71	0.6023097	0.0
ZFAND2B	5.651515151515151	7.347178639562884e-13	0.45342043	0.0
ALK	4.287878787878788	2.2087249048920608e-153	0.70817316	0.0
DTNA	6.2272727272727275	1.0	0.66695803	0.0
SYNJ2	4.5	2.201714823989054e-124	0.6972931	0.0
PSEN2	4.106060606060606	2.4294474174401478e-179	0.53135675	0.0
AKT2	3.6363636363636362	3.245605426130343e-249	0.57873654	0.0
AEBP1	5.045454545454546	1.4229306440703084e-59	0.6231502	0.0
LRIF1	4.045454545454546	3.500482389273137e-188	-0.051234815	1.0
ELF1	4.106060606060606	2.4294474174401478e-179	0.6374633	0.0
GTF2E2	4.2272727272727275	6.257190620228874e-162	0.49903446	0.0
MOK	4.181818181818182	2.0431422463121415e-168	0.58970356	0.0
CHD3	3.5454545454545454	5.521493724286175e-263	0.19526246	0.1492447153564131
HBB	7.575757575757576	1.0	0.30921102	1.1457275659560029e-103
RPS3	4.318181818181818	3.8075011752609048e-149	0.47477844	0.0
TAF1A	3.9242424242424243	4.600422224434154e-206	0.60587806	0.0
TLR8	4.893939393939394	7.917093618468979e-76	0.65815765	0.0
GLB1	15.0	1.0	0.42978212	1.75423843693e-312
SERPINB13	6.742424242424242	1.0	0.5349871	0.0
ANKRD7	6.606060606060606	1.0	0.4602372	0.0
TERT	3.8333333333333335	1.3485832323205122e-219	0.6717722	0.0
KLF3	5.318181818181818	1.3394031029632731e-34	0.5081206	0.0
CENPB	4.666666666666667	7.336184814303851e-103	0.58560556	0.0
RTN3	6.742424242424242	1.0	0.4508233	0.0
SRSF4	5.0	2.784639304065503e-64	0.59913915	0.0
TRAT1	4.2727272727272725	1.6441818492106707e-155	0.55335176	0.0
HLA-C	7.151515151515151	1.0	0.45432007	0.0
GRID2	6.212121212121212	1.0	0.618767	0.0
EMID2	4.53030303030303	2.2306482421952033e-120	0.5459277	0.0
NCAPD3	6.242424242424242	1.0	0.66470784	0.0
LRP12	4.606060606060606	1.5330310558122995e-110	0.6569254	0.0
MYBL2	4.015151515151516	1.2499973933095756e-192	0.58180344	0.0
NES	4.03030303030303	2.1087738388507592e-190	0.6988301	0.0
TP53I3	5.0606060606060606	4.89685641010256e-58	0.48390892	0.0
PPARGC1A	3.893939393939394	1.469768442176506e-210	0.5434793	0.0
MAML1	4.151515151515151	9.15888580977784e-173	0.68947375	0.0
DAB1	4.166666666666667	1.3774237346063119e-170	0.59127307	0.0
TBL1XR1	4.5	2.201714823989054e-124	0.6106876	0.0
AMPH	4.303030303030303	2.9329124127824168e-151	0.6059131	0.0
ASCC3	4.53030303030303	2.2306482421952033e-120	0.4308712	1.787911748e-314
COL2A1	6.833333333333333	1.0	0.6934149	0.0
RPL30	4.7272727272727275	2.2662035039882355e-95	0.48841047	0.0
WWOX	3.5303030303030303	2.824771523696977e-265	0.44040194	0.0
RANBP3	4.742424242424242	1.5808109845269243e-93	0.58312684	0.0
TICAM1	4.484848484848484	2.1281592221250877e-126	0.5592843	0.0
RBM39	3.9393939393939394	8.13036209830832e-204	0.62386334	0.0
NAB1	4.681818181818182	5.689414961865554e-101	0.5122006	0.0
CDC42	3.757575757575758	6.114847680928736e-231	-0.074718595	1.0
BIRC2	4.424242424242424	1.483232711503633e-134	0.62084675	0.0
CWC25	5.5	1.8957199282862748e-21	0.55890816	0.0
UPF2	6.090909090909091	0.5901931783435886	0.6636166	0.0
F2	7.2272727272727275	1.0	0.46050966	0.0
XPC	4.5606060606060606	2.0701982173404105e-116	0.66213703	0.0
CDC14A	3.9696969696969697	2.4674890859968454e-199	0.45832348	0.0
TMEM102	4.363636363636363	7.512830586913155e-143	0.5798976	0.0
CDH4	5.045454545454546	1.4229306440703084e-59	0.6198591	0.0
PILRB	4.681818181818182	5.689414961865554e-101	0.51962817	0.0
STXBP3	5.424242424242424	1.4589219929881028e-26	0.6225519	0.0
SAA1	7.4393939393939394	1.0	0.50753444	0.0
KLK13	8.303030303030303	1.0	0.43348375	3.00007e-319
FZD4	5.651515151515151	7.347178639562884e-13	0.6119866	0.0
EIF4A2	5.681818181818182	2.0488697101334917e-11	0.54933333	0.0
LACRT	6.393939393939394	1.0	0.4802001	0.0
ZNF655	5.515151515151516	1.7246853142774622e-20	0.43193197	2.0564139e-316
TRAF5	4.575757575757576	1.9231756304013163e-114	0.5555757	0.0
SPIB	3.6818181818181817	2.3853005820836463e-242	0.58104783	0.0
BRD1	4.606060606060606	1.5330310558122995e-110	0.6675431	0.0
SLC2A3	6.803030303030303	1.0	0.5532236	0.0
MYO1E	4.96969696969697	1.6768237566517874e-67	0.65262884	0.0
CARD11	4.292307692307692	9.30279674021494e-153	0.6912024	0.0
TCF3	4.045454545454546	3.500482389273137e-188	0.28826448	3.751759619813976e-74
MTUS1	7.090909090909091	1.0	0.48950624	0.0
C3	9.151515151515152	1.0	0.57006234	0.0
CLDN2	6.0	0.07311233693762956	0.4405621	0.0
EIF4G3	4.878787878787879	1.5453967442950229e-77	0.5685447	0.0
ANKS1B	6.045454545454546	0.254656797901843	0.6002081	0.0
ATP6V1B1	5.5606060606060606	9.57038049901898e-18	0.58498955	0.0
WAC	5.166666666666667	9.397055613032697e-48	0.58091533	0.0
RND1	4.590909090909091	1.7383763998462225e-112	0.5140806	0.0
OGT	3.9545454545454546	1.4292587375731596e-201	0.688516	0.0
NUAK2	3.909090909090909	2.64348710704926e-208	0.6262099	0.0
MYO1F	5.242424242424242	6.099209833098505e-41	0.63422084	0.0
STXBP2	5.424242424242424	1.4589219929881028e-26	0.6210305	0.0
TAF1	3.909090909090909	2.64348710704926e-208	0.47030842	0.0
FUS	4.075757575757576	9.425084823205431e-184	0.50639594	0.0
FHOD1	4.833333333333333	9.548106231121443e-83	0.66277564	0.0
GRM5	4.075757575757576	9.425084823205431e-184	0.67427933	0.0
SLC22A4	5.863636363636363	0.0001074974518139196	0.5974034	0.0
ZNF329	4.090909090909091	1.5223184067744789e-181	0.5839745	0.0
PPAP2C	5.2272727272727275	2.9052237252149825e-42	0.46167597	0.0
SNRPN	3.9242424242424243	4.600422224434154e-206	0.4879677	0.0
BCAR1	3.984848484848485	4.290407050829078e-197	0.23894282	8.764272514357786e-22
CLSTN3	6.515151515151516	1.0	0.54706943	0.0
RBM8A	6.0606060606060606	0.35240497543927884	0.3333953	1.4753925477655453e-141
RASGEF1C	4.96969696969697	1.6768237566517874e-67	0.5631868	0.0
CFP	10.151515151515152	1.0	0.54108334	0.0
VPS41	6.5606060606060606	1.0	0.5929462	0.0
BCAS2	3.984848484848485	4.290407050829078e-197	0.5205998	0.0
SOHLH2	5.984848484848484	0.04362517966007074	0.5275609	0.0
MKKS	5.121212121212121	4.676730757762688e-52	0.55926204	0.0
LIPE	3.9393939393939394	8.13036209830832e-204	0.6848717	0.0
C10orf2	4.757575757575758	1.0619875368314136e-91	0.45733795	0.0
GAP43	4.257575757575758	1.225183680326422e-157	0.53751683	0.0
THBS3	8.530303030303031	1.0	0.5941257	0.0
AKT1	3.0454545454545454	0.0	-0.06579801	1.0
KCNJ3	7.303030303030303	1.0	0.3981609	9.366506742816915e-255
TRAPPC11	15.0	1.0	0.5191229	0.0
KIF4A	4.742424242424242	1.5808109845269243e-93	0.67969435	0.0
RUNX2	3.5606060606060606	1.0767191768626267e-260	0.4014438	1.0064335066659161e-260
EDIL3	6.045454545454546	0.254656797901843	0.55448484	0.0
FOXP2	15.0	1.0	0.520086	0.0
FBLN2	6.636363636363637	1.0	0.6554509	0.0
HRAS	3.8636363636363638	4.569907826037505e-215	-0.0044784932	1.0
WDR13	4.5	2.201714823989054e-124	0.57915413	0.0
NDUFA13	6.9393939393939394	1.0	0.46683666	0.0
CEACAM3	4.303030303030303	2.9329124127824168e-151	0.48393205	0.0
SLC17A1	7.848484848484849	1.0	0.50837106	0.0
SIGLEC10	4.863636363636363	2.926718135188438e-79	0.60611856	0.0
ZP4	15.0	1.0	0.48833534	0.0
NFASC	5.257575757575758	1.2355595419735018e-39	0.4713454	0.0
TXLNA	6.287878787878788	1.0	0.5620936	0.0
MYF6	4.575757575757576	1.9231756304013163e-114	0.51327795	0.0
SETDB1	4.015151515151516	1.2499973933095756e-192	0.09743523	1.0
